Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
19729,Vamwolf Cross,Action,,PSV,D3Publisher,Unknown,,,0.01,,,0.01,,2015.0
19730,Tokyo Onmyouji: Tengen Jibashi - Rei no Baai - V Edition,Action,,PSV,Dramatic Create,Unknown,,,0.01,,,0.01,,2015.0
19731,Kunio-kun: The World Classics Collection,Misc,,PS4,Arc System Works,"Million Co., Ltd.",,,0.01,,,0.01,,2018.0
19732,Majin Tantei Nougami Neuro: Battle de Yo!,Adventure,,PS2,Compile,Compile Heart,,,0.01,,,0.01,,2008.0
19733,Top Spin 2,Sports,E,GBA,2K Sports,Indie Built,6.6,,0.01,0.0,0.0,,0.0,2006.0
19734,Animal Snap: Rescue Them 2 By 2,Puzzle,E,GBA,Ignition Entertainment,"Awesome Developments, Ltd.",,,0.01,0.0,0.0,,0.0,2002.0
19735,Universe at War: Earth Assault,Strategy,T,PC,Sega,Petroglyph Games,,,0.01,0.0,0.0,,0.0,2007.0
19736,Island,Adventure,,PSV,Prototype,Unknown,,,0.01,,,0.01,,2017.0
19737,Kantan! Tanoshii! Okashi Navi DS,Simulation,,DS,KOEI,Paon Corporation,,,0.01,,,0.01,,2008.0
19738,Radirgy Noa Wii,Shooter,,Wii,Milestone,MileStone Inc.,,,0.01,,,0.01,,2010.0
19739,Your Four Knight Princesses Training Story,Role-Playing,,PSV,Nippon Ichi Software,Nippon Ichi Software,,,0.01,,,0.01,,2018.0
19740,Amaekata wa Kanojo Nari ni.,Visual Novel,,PSV,Entergram,Giga,,,0.01,,,0.01,,2017.0
19741,Bullet Soul Infinite Burst,Misc,,X360,5pb,Unknown,,,0.01,,,0.01,,2014.0
19742,Tori no Hoshi: Aerial Planet,Adventure,,PS2,Nippon Ichi Software,Nippon Ichi Software,,,0.01,,,0.01,,2008.0
19743,Jacqueline Wilson's Tracy Beaker: The Game,Misc,,PC,P2 Games,P2 Games,,,0.01,,0.0,,0.0,2009.0
19744,Matchstick,Puzzle,E,DS,DreamCatcher Interactive,Ertain,,,0.01,0.0,0.0,,0.0,2008.0
19745,Dark Fall 3: Lost Souls,Adventure,,PC,The Adventure Company,Darkling Room,,,0.01,,0.0,,0.0,2010.0
19746,Hiiro no Kakera Twin Pack,Adventure,,PS2,Idea Factory,Idea Factory,,,0.01,,,0.01,,2009.0
19747,Twisted Lands: Insomniac,Adventure,,PC,Alawar Entertainment,"Alawar Entertainment, Inc",,,0.01,0.01,,,0.0,2011.0
19748,Maximum Racing: Rally Racer,Racing,E,Wii,Unknown,Brain in a Jar,,,0.01,0.01,,,0.0,2011.0
19749,Lucky Dog 1,Visual Novel,,PSV,Prototype,Prototype,,,0.01,,,0.01,,2018.0
19750,Ima Sugu Oniichan ni Imoto da tte Iitai!,Misc,,PSV,Piacci,Unknown,,,0.01,,,0.01,,2014.0
19751,RockMan DASH / RockMan DASH2 Value Pack,Role-Playing,,PSP,Capcom,Capcom,,,0.01,,,0.01,,2009.0
19752,Enigmatis 3: The Shadow Of Karkhala,Adventure,,PC,GSP,Artifex Mundi sp. z o.o.,,,0.01,,0.01,,0.0,2017.0
19753,Undertale,Role-Playing,,PSV,Toby Fox,Toby Fox,,,0.01,,,0.01,,2017.0
19754,"Sengoku Hime 2 Honoo: Hyakubana, Senran Tatsukaze no Gotoku",Strategy,,PS2,System Soft,System Soft,,,0.01,,,0.01,,2010.0
19755,Shiro to Kuro no Alice: Twilight Line,Visual Novel,,PSV,Idea Factory,"Kogado Studio, Inc.",,,0.01,,,0.01,,2018.0
19756,Sonic Mega Collection Plus,Misc,E,PC,Sega,Sonic Team,,,0.01,,0.01,,0.0,2007.0
19757,Darius Burst: Chronicle Saviours,Action,,PS4,Kadokawa Games,Pyramid,,,0.01,,,0.01,,2017.0
19758,Sega 3D Classics Collection,Misc,E10,3DS,Sega,M2,,,0.01,,0.01,,0.0,2016.0
19759,Taishou Yakyuujou: Otome Tatsuno Seishun Nikki,Adventure,,PSP,5pb,5pb. Games,,,0.01,,,0.01,,2009.0
19760,Buzz! Quiz World,Misc,,PSP,Sony Computer Entertainment,Relentless Software,5.9,,0.01,,0.0,,0.0,2009.0
19761,Princess Nightmare,Adventure,,PS2,Karin Entertainment,Karin Entertainment,,,0.01,,,0.01,,2008.0
19762,SBK09 Superbike World Championship,Racing,,X360,Black Bean Games,Milestone,,,0.01,,0.01,,0.0,2009.0
19763,Cafe Cuillere,Visual Novel,,PSV,Takuyo,Takuyo,,,0.01,,,0.01,,2018.0
19764,Dungeon Siege II: Broken World,Role-Playing,M,PC,2K Games,Gas Powered Games,,,0.01,0.01,,,0.0,2006.0
